OCCUPATION,Current monthly rent,How long have you stayed at this PG? (in months),"Overall, how would you rate the physical amenities (room, furniture, Wi-Fi, food) at this PG?",How would you rate the security of the PG?,"When you last raised a complaint, how long did it take to resolve?",How many complaints have you raised in the last 3 months?,Is your security deposit fully refundable based on what you've seen/heard from others who left?,Do you feel your rent is fair compared to similar PGs nearby?,"Overall, how satisfied are you with this PG?",Do you intend to renew/continue your stay at this PG beyond your current term?,What's the single biggest reason for your answer above?
WORKING PROFESSIONAL,13000,26.5,3,3,same day,3,"Yes, straightforward",fair,5,Maybe,"The facilities are decent, although maintenance can improve."
WORKING PROFESSIONAL,18000,36.0,3,5,same day,1,"Yes, straightforward",fair,5,Maybe,"The facilities are decent, although maintenance can improve."
WORKING PROFESSIONAL,5000,1.0,5,5,few days,1,"Yes, straightforward",fair,5,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,8500,1.0,5,3,same day,0,"Yes, straightforward",fair,5,Maybe,"The security is good, but the rent is slightly high."
WORKING PROFESSIONAL,5000,16.9,2,2,same day,1,"Yes, straightforward",fair,3,Yes,I am satisfied with the amenities and security.
WORKING PROFESSIONAL,5500,1.0,5,3,no complaints raised,1,"Yes, straightforward",fair,5,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,10500,9.9,4,4,same day,1,"Yes, straightforward",fair,5,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,5000,1.0,4,5,few days,1,"Yes, straightforward",fair,5,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,5000,36.0,3,3,never resolved,0,"Yes, straightforward",fair,4,Maybe,"The security is good, but the rent is slightly high."
WORKING PROFESSIONAL,5000,5.1,5,5,few days,1,"Yes, straightforward",fair,5,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,11000,36.0,4,2,same day,0,"Yes, straightforward",fair,4,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,18000,32.8,5,4,same day,1,"Yes, straightforward",underpriced,4,Maybe,I may continue if the rent and facilities remain reasonable.
WORKING PROFESSIONAL,5000,6.9,5,4,few days,2,"Yes, straightforward",fair,5,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,5000,1.0,5,5,same day,2,"Yes, straightforward",fair,5,Yes,The management responds well to complaints.
WORKING PROFESSIONAL,16500,13.6,4,3,same day,2,"Yes, straightforward",fair,4,No,The rent is high compared with other PGs nearby.
WORKING PROFESSIONAL,18000,14.9,4,4,same day,0,"Yes, straightforward",fair,5,Yes,The security and facilities are satisfactory.
WORKING PROFESSIONAL,5000,21.5,4,3,no complaints raised,0,"Yes, straightforward",fair,4,Maybe,I may continue if the rent and facilities remain reasonable.
WORKING PROFESSIONAL,8000,5.0,5,4,few days,2,Not sure,fair,5,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,14000,27.4,4,3,no complaints raised,2,Not sure,fair,4,Maybe,"The facilities are decent, although maintenance can improve."
WORKING PROFESSIONAL,9000,20.3,5,5,no complaints raised,1,"Yes, straightforward",fair,5,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,5000,11.4,5,4,no complaints raised,0,"Yes, straightforward",fair,5,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,16500,5.9,3,4,no complaints raised,1,"Yes, straightforward",fair,5,Yes,I am satisfied with the amenities and security.
WORKING PROFESSIONAL,18000,13.7,5,4,few days,0,Not sure,fair,5,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,11500,4.4,5,3,same day,5,Not sure,fair,4,No,I am looking for a PG with better facilities.
WORKING PROFESSIONAL,5000,17.3,4,5,over a week,0,"Yes, straightforward",overpriced,5,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,5000,17.7,4,5,same day,0,Not sure,fair,4,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,18000,20.3,4,5,same day,1,"Yes, straightforward",underpriced,5,Yes,The PG is comfortable and well maintained.
WORKING PROFESSIONAL,18000,36.0,5,3,no complaints raised,2,"Yes, straightforward",fair,5,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,18000,14.5,4,5,same day,1,"Yes, straightforward",fair,5,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,14500,31.2,4,5,same day,1,"Yes, straightforward",fair,5,Yes,I am satisfied with the amenities and security.
STUDENT,5000,19.8,4,4,never resolved,2,Not sure,fair,4,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,7500,12.9,4,5,same day,2,"Yes, straightforward",fair,5,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,9500,14.7,4,4,over a week,2,"Yes, straightforward",fair,4,No,The room and common facilities need better maintenance.
WORKING PROFESSIONAL,17000,15.5,5,3,no complaints raised,0,Disputes are common,fair,4,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,18000,20.5,3,4,never resolved,1,"Yes, straightforward",fair,4,No,I am looking for a PG with better facilities.
WORKING PROFESSIONAL,18000,2.3,4,4,few days,2,Not sure,fair,5,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,5000,1.0,4,4,no complaints raised,2,"Yes, straightforward",fair,5,No,I am looking for a PG with better facilities.
WORKING PROFESSIONAL,13000,26.0,4,5,no complaints raised,1,Not sure,fair,5,Yes,The PG is comfortable and well maintained.
WORKING PROFESSIONAL,18000,29.6,5,3,over a week,1,"Yes, straightforward",fair,5,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,18000,27.4,5,4,no complaints raised,1,"Yes, straightforward",underpriced,5,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,5000,18.7,4,4,same day,1,Disputes are common,fair,4,Yes,The security and facilities are satisfactory.
WORKING PROFESSIONAL,18000,27.7,5,4,over a week,3,Not sure,fair,4,Maybe,The facilities are acceptable but there are some issues.
STUDENT,5000,26.9,5,4,same day,0,"Yes, straightforward",fair,5,Yes,The management responds well to complaints.
WORKING PROFESSIONAL,5000,28.0,4,4,same day,1,Disputes are common,fair,4,Yes,The security and facilities are satisfactory.
WORKING PROFESSIONAL,13000,3.8,3,5,no complaints raised,1,"Yes, straightforward",overpriced,3,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,18000,1.0,5,4,same day,1,"Yes, straightforward",fair,5,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,5000,10.7,4,4,same day,4,"Yes, straightforward",fair,4,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,7000,16.2,4,5,no complaints raised,1,Not sure,fair,5,Yes,Good location and convenient for my daily travel.
WORKING PROFESSIONAL,18000,12.9,4,5,same day,1,"Yes, straightforward",fair,5,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,10000,1.0,5,4,no complaints raised,1,"Yes, straightforward",fair,5,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,6000,36.0,4,5,no complaints raised,0,Not sure,fair,5,Yes,It is convenient for my college or workplace.
WORKING PROFESSIONAL,17500,12.4,4,5,same day,3,Disputes are common,fair,5,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,13500,18.9,3,5,few days,1,"Yes, straightforward",fair,5,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,18000,34.7,5,5,few days,2,Disputes are common,fair,5,No,The food quality is not satisfactory.
WORKING PROFESSIONAL,18000,1.0,5,4,no complaints raised,2,Not sure,fair,5,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,14000,8.9,4,4,no complaints raised,1,"Yes, straightforward",overpriced,5,Yes,The management responds well to complaints.
WORKING PROFESSIONAL,14000,10.7,2,4,few days,0,"Yes, straightforward",fair,4,Yes,The PG is comfortable and well maintained.
WORKING PROFESSIONAL,13000,11.5,4,5,same day,3,Not sure,fair,5,No,The overall facilities do not justify the rent.
WORKING PROFESSIONAL,16500,13.9,4,4,no complaints raised,0,"Yes, straightforward",fair,4,Maybe,"The security is good, but the rent is slightly high."
WORKING PROFESSIONAL,11000,36.0,4,5,no complaints raised,2,Not sure,fair,5,Maybe,"The location is good, but the rent could be better."
STUDENT,10000,26.3,5,4,no complaints raised,0,Not sure,fair,5,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,18000,30.5,5,5,over a week,0,"Yes, straightforward",fair,5,Yes,The PG is comfortable and well maintained.
WORKING PROFESSIONAL,18000,17.1,4,4,same day,0,Not sure,fair,5,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,5000,1.0,5,4,same day,0,Not sure,underpriced,5,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,10500,1.0,3,4,few days,1,"Yes, straightforward",fair,4,Yes,The PG is comfortable and well maintained.
WORKING PROFESSIONAL,5000,1.0,4,5,few days,1,"Yes, straightforward",fair,5,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,6500,21.7,4,5,no complaints raised,1,"Yes, straightforward",fair,5,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,15500,16.9,4,3,no complaints raised,3,"Yes, straightforward",fair,4,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,18000,13.3,5,5,no complaints raised,0,"Yes, straightforward",fair,4,Maybe,"The facilities are decent, although maintenance can improve."
WORKING PROFESSIONAL,9000,11.0,4,4,same day,1,"Yes, straightforward",fair,5,No,There are too many maintenance and service issues.
STUDENT,5000,36.0,5,4,same day,0,"Yes, straightforward",fair,5,Maybe,I may continue if the rent and facilities remain reasonable.
WORKING PROFESSIONAL,5000,4.3,3,2,no complaints raised,1,"Yes, straightforward",fair,3,Yes,The management responds well to complaints.
WORKING PROFESSIONAL,18000,30.0,5,5,same day,1,"Yes, straightforward",fair,5,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,5000,16.4,5,4,few days,2,"Yes, straightforward",fair,5,Yes,The security and facilities are satisfactory.
WORKING PROFESSIONAL,18000,15.5,4,4,same day,4,"Yes, straightforward",fair,4,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,17000,33.7,5,4,few days,1,Not sure,fair,4,No,There are too many maintenance and service issues.
WORKING PROFESSIONAL,18000,36.0,4,4,same day,1,Not sure,fair,4,Yes,The security and facilities are satisfactory.
WORKING PROFESSIONAL,7500,12.9,5,3,same day,1,"Yes, straightforward",fair,5,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,5000,28.1,4,4,same day,4,"Yes, straightforward",fair,4,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,15500,21.8,3,5,no complaints raised,1,"Yes, straightforward",fair,4,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,18000,16.5,1,4,no complaints raised,0,"Yes, straightforward",fair,4,Maybe,"The location is convenient, but some services could improve."
STUDENT,18000,19.4,4,4,few days,1,"Yes, straightforward",fair,4,Maybe,"The facilities are decent, although maintenance can improve."
WORKING PROFESSIONAL,5000,6.3,4,4,same day,0,Disputes are common,fair,5,Yes,The PG is comfortable and well maintained.
WORKING PROFESSIONAL,11500,11.9,5,5,no complaints raised,2,Not sure,fair,5,Maybe,"The facilities are decent, although maintenance can improve."
WORKING PROFESSIONAL,5000,7.9,4,4,no complaints raised,1,"Yes, straightforward",fair,5,Maybe,"The facilities are decent, although maintenance can improve."
WORKING PROFESSIONAL,5000,29.6,5,5,same day,0,"Yes, straightforward",fair,5,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,18000,15.0,4,4,few days,0,Not sure,fair,5,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,5000,1.0,4,5,same day,2,"Yes, straightforward",fair,5,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,5000,5.8,5,4,no complaints raised,0,Not sure,fair,5,Yes,I am satisfied with the amenities and security.
WORKING PROFESSIONAL,5000,1.0,2,4,no complaints raised,2,"Yes, straightforward",fair,4,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,5000,9.1,4,4,same day,0,"Yes, straightforward",fair,5,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,12000,17.0,4,4,same day,2,"Yes, straightforward",fair,5,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,18000,14.4,5,3,no complaints raised,1,"Yes, straightforward",fair,5,Yes,It is convenient for my college or workplace.
WORKING PROFESSIONAL,8000,36.0,4,5,same day,2,Not sure,fair,5,Yes,It is convenient for my college or workplace.
WORKING PROFESSIONAL,5000,24.9,4,2,same day,3,"Yes, straightforward",fair,4,Maybe,I may continue if the rent and facilities remain reasonable.
WORKING PROFESSIONAL,18000,24.2,5,4,same day,0,Not sure,fair,5,Maybe,"The security is good, but the rent is slightly high."
WORKING PROFESSIONAL,18000,1.0,3,3,no complaints raised,0,Not sure,fair,5,Yes,I am satisfied with the amenities and security.
WORKING PROFESSIONAL,5000,11.1,4,4,no complaints raised,1,Not sure,fair,4,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,5000,9.3,4,3,same day,0,"Yes, straightforward",underpriced,3,No,The overall facilities do not justify the rent.
WORKING PROFESSIONAL,17000,4.9,5,5,same day,4,"Yes, straightforward",fair,5,Maybe,"The experience is generally okay, but I am comparing other options."
STUDENT,18000,4.7,5,5,no complaints raised,0,"Yes, straightforward",fair,5,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,5000,1.0,4,3,no complaints raised,1,"Yes, straightforward",underpriced,4,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,5000,1.0,3,4,few days,0,"Yes, straightforward",underpriced,4,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,18000,29.2,5,5,same day,1,Not sure,fair,5,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,18000,14.3,4,5,few days,1,"Yes, straightforward",fair,5,Maybe,"The facilities are decent, although maintenance can improve."
WORKING PROFESSIONAL,10500,9.0,3,3,same day,0,"Yes, straightforward",fair,3,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,5000,16.3,3,3,same day,2,"Yes, straightforward",fair,4,Maybe,"The location is convenient, but some services could improve."
STUDENT,18000,33.6,4,5,no complaints raised,1,"Yes, straightforward",fair,5,Yes,The management responds well to complaints.
WORKING PROFESSIONAL,17000,16.5,3,4,over a week,1,"Yes, straightforward",fair,5,Yes,The management responds well to complaints.
WORKING PROFESSIONAL,5000,24.3,5,4,same day,0,"Yes, straightforward",fair,5,Yes,I am satisfied with the amenities and security.
WORKING PROFESSIONAL,11000,4.0,3,5,few days,2,Not sure,fair,5,Maybe,"The facilities are decent, although maintenance can improve."
WORKING PROFESSIONAL,5000,7.3,4,3,same day,4,Disputes are common,fair,4,Yes,I am satisfied with the amenities and security.
WORKING PROFESSIONAL,18000,21.6,4,4,same day,0,Not sure,fair,5,Yes,I am satisfied with the amenities and security.
WORKING PROFESSIONAL,7000,36.0,3,5,same day,0,"Yes, straightforward",fair,5,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,5000,36.0,2,3,no complaints raised,0,"Yes, straightforward",fair,4,Yes,The management responds well to complaints.
WORKING PROFESSIONAL,10000,25.0,4,4,same day,2,"Yes, straightforward",fair,4,No,Maintenance issues take too long to resolve.
WORKING PROFESSIONAL,11000,18.6,3,3,same day,2,Not sure,fair,3,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,18000,36.0,4,4,same day,0,"Yes, straightforward",fair,5,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,17500,28.1,4,5,no complaints raised,0,"Yes, straightforward",fair,4,Yes,Good location and convenient for my daily travel.
WORKING PROFESSIONAL,8500,1.0,4,5,same day,0,"Yes, straightforward",fair,5,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,18000,1.0,5,4,same day,2,"Yes, straightforward",fair,5,Yes,Good location and convenient for my daily travel.
WORKING PROFESSIONAL,15500,21.4,4,5,same day,0,"Yes, straightforward",fair,5,Yes,Good location and convenient for my daily travel.
